0,media/tops/tunic/brown/000008.jpg,tops,tunic,-1
1,media/tops/tunic/brown/000009.jpg,tops,tunic,-1
2,media/tops/tunic/brown/000006.jpg,tops,tunic,-1
3,media/tops/tunic/brown/000010.jpg,tops,tunic,-1
4,media/tops/tunic/brown/000004.jpg,tops,tunic,-1
5,media/tops/tunic/brown/000005.jpg,tops,tunic,-1
6,media/tops/tunic/brown/000001.jpg,tops,tunic,-1
7,media/tops/tunic/brown/000002.jpg,tops,tunic,-1
8,media/tops/tunic/brown/000003.jpg,tops,tunic,-1
9,media/tops/tunic/gray/000008.jpg,tops,tunic,-1
10,media/tops/tunic/gray/000009.jpg,tops,tunic,-1
11,media/tops/tunic/gray/000007.jpg,tops,tunic,-1
12,media/tops/tunic/gray/000006.jpg,tops,tunic,-1
13,media/tops/tunic/gray/000010.jpg,tops,tunic,-1
14,media/tops/tunic/gray/000004.jpg,tops,tunic,-1
15,media/tops/tunic/gray/000005.jpg,tops,tunic,-1
16,media/tops/tunic/gray/000001.jpg,tops,tunic,-1
17,media/tops/tunic/gray/000002.jpg,tops,tunic,-1
18,media/tops/tunic/gray/000003.jpg,tops,tunic,-1
19,media/tops/tunic/blue/000008.jpg,tops,tunic,-1
20,media/tops/tunic/blue/000009.jpg,tops,tunic,-1
21,media/tops/tunic/blue/000007.jpg,tops,tunic,-1
22,media/tops/tunic/blue/000006.jpg,tops,tunic,-1
23,media/tops/tunic/blue/000010.jpg,tops,tunic,-1
24,media/tops/tunic/blue/000004.jpg,tops,tunic,-1
25,media/tops/tunic/blue/000005.jpg,tops,tunic,-1
26,media/tops/tunic/blue/000001.jpg,tops,tunic,-1
27,media/tops/tunic/blue/000002.jpg,tops,tunic,-1
28,media/tops/tunic/pink/000008.jpg,tops,tunic,-1
29,media/tops/tunic/pink/000009.jpg,tops,tunic,-1
30,media/tops/tunic/pink/000007.jpg,tops,tunic,-1
31,media/tops/tunic/pink/000006.jpg,tops,tunic,-1
32,media/tops/tunic/pink/000010.jpg,tops,tunic,-1
33,media/tops/tunic/pink/000005.jpg,tops,tunic,-1
34,media/tops/tunic/pink/000001.jpg,tops,tunic,-1
35,media/tops/tunic/pink/000002.jpg,tops,tunic,-1
36,media/tops/tunic/pink/000003.jpg,tops,tunic,-1
